;post_time;user;gender;followers;awards;day_difference;video;likes;comments;carousel;post_images;length_caption;number_hashtags;publication_weekday;IM_performance
5554;2023-10-05_16-21-53_UTC;user056;M;2395787;4;123;1;5544;41;0;1;324;1;Thursday;Backstage
5555;2023-10-06_23-15-11_UTC;user056;M;2395787;4;122;1;58681;735;0;1;10;1;Friday;Frontstage
5556;2023-10-07_20-41-53_UTC;user056;M;2395787;4;121;0;23660;130;1;2;48;1;Saturday;Frontstage
5557;2023-10-09_13-34-09_UTC;user056;M;2395787;4;119;0;8742;91;0;1;39;1;Monday;Frontstage
5558;2023-10-11_17-00-33_UTC;user056;M;2395787;4;117;0;26043;431;1;2;224;0;Wednesday;Offstage
5559;2023-10-13_04-02-04_UTC;user056;M;2395787;4;115;0;71976;656;0;1;99;0;Friday;Offstage
5560;2023-10-20_20-14-18_UTC;user056;M;2395787;4;108;0;25244;167;0;1;45;1;Friday;Frontstage
5561;2023-10-21_19-09-48_UTC;user056;M;2395787;4;107;0;14546;75;0;1;49;1;Saturday;Frontstage
5562;2023-10-22_18-15-14_UTC;user056;M;2395787;4;106;0;29468;174;1;2;49;1;Sunday;Backstage
5563;2023-10-25_19-34-59_UTC;user056;M;2395787;4;103;1;528;9;0;1;72;1;Wednesday;Offstage
5564;2023-10-26_13-00-30_UTC;user056;M;2395787;4;102;0;49501;778;1;3;495;2;Thursday;Offstage
5565;2023-10-27_19-33-56_UTC;user056;M;2395787;4;101;0;25262;109;0;1;39;1;Friday;Frontstage
5566;2023-10-28_04-40-16_UTC;user056;M;2395787;4;100;0;109823;650;1;3;100;1;Saturday;Backstage
5567;2023-10-28_21-09-37_UTC;user056;M;2395787;4;100;0;18766;106;0;1;49;1;Saturday;Frontstage
5568;2023-10-29_17-54-21_UTC;user056;M;2395787;4;99;0;25109;97;1;2;49;1;Sunday;Frontstage
5569;2023-10-31_12-01-31_UTC;user056;M;2395787;4;97;0;24460;125;1;4;740;2;Tuesday;Offstage
5570;2023-11-03_14-00-21_UTC;user056;M;2395787;4;94;0;28121;325;1;3;141;2;Friday;Offstage
5571;2023-11-07_18-56-27_UTC;user056;M;2395787;4;90;0;30360;169;0;1;150;0;Tuesday;Offstage
5572;2023-11-08_14-51-37_UTC;user056;M;2395787;4;89;0;30543;110;1;6;182;1;Wednesday;Backstage
5573;2023-11-09_05-27-20_UTC;user056;M;2395787;4;88;1;175243;2939;0;1;22;1;Thursday;Frontstage
5574;2023-11-09_16-04-48_UTC;user056;M;2395787;4;88;1;69065;1049;0;1;117;1;Thursday;Frontstage
5575;2023-11-10_05-08-26_UTC;user056;M;2395787;4;87;0;129596;1488;1;3;20;0;Friday;Frontstage
5576;2023-11-10_16-00-03_UTC;user056;M;2395787;4;87;0;31068;194;1;2;95;1;Friday;Backstage
5577;2023-11-10_18-14-16_UTC;user056;M;2395787;4;87;1;39590;247;0;1;102;1;Friday;Backstage
5578;2023-11-13_01-00-36_UTC;user056;M;2395787;4;84;0;21538;79;0;1;146;3;Monday;Frontstage
5579;2023-11-13_14-49-09_UTC;user056;M;2395787;4;84;0;15701;90;1;4;24;0;Monday;Frontstage
5580;2023-11-15_19-00-12_UTC;user056;M;2395787;4;82;0;65753;161;0;1;39;1;Wednesday;Frontstage
5581;2023-11-17_16-10-24_UTC;user056;M;2395787;4;80;0;13912;88;1;4;78;0;Friday;Backstage
5582;2023-11-17_20-33-16_UTC;user056;M;2395787;4;80;0;14224;88;0;1;43;1;Friday;Frontstage
5583;2023-11-18_21-53-14_UTC;user056;M;2395787;4;79;0;36837;154;1;3;47;1;Saturday;Frontstage
5584;2023-11-19_21-26-50_UTC;user056;M;2395787;4;78;0;19291;106;0;1;48;1;Sunday;Frontstage
5585;2023-12-05_16-58-42_UTC;user056;M;2395787;4;62;0;40415;217;1;2;169;0;Tuesday;Offstage
5586;2023-12-07_14-00-04_UTC;user056;M;2395787;4;60;0;26191;454;0;1;389;1;Thursday;Offstage
5587;2024-01-18_16-06-49_UTC;user056;M;2395787;4;18;0;43881;275;1;5;241;1;Thursday;Backstage
5588;2024-01-24_16-06-09_UTC;user056;M;2395787;4;12;0;5404;71;1;3;205;1;Wednesday;Offstage
5589;2024-01-26_04-00-35_UTC;user056;M;2395787;4;10;0;89703;822;0;1;96;1;Friday;Backstage
5590;2023-02-08_23-36-03_UTC;user057;M;140409;2;362;0;836;17;0;1;198;0;Wednesday;Offstage
5591;2023-02-11_19-43-48_UTC;user057;M;140409;2;359;0;418;5;0;1;988;17;Saturday;Offstage
5592;2023-02-12_01-01-36_UTC;user057;M;140409;2;358;1;1127;10;0;1;94;0;Sunday;Backstage
5593;2023-02-12_23-29-18_UTC;user057;M;140409;2;358;0;2675;67;1;3;117;1;Sunday;Backstage
5594;2023-02-15_00-10-53_UTC;user057;M;140409;2;355;0;596;11;0;1;73;1;Wednesday;Backstage
5595;2023-02-15_15-53-21_UTC;user057;M;140409;2;355;0;370;7;0;1;458;0;Wednesday;Offstage
5596;2023-02-17_18-26-12_UTC;user057;M;140409;2;353;1;492;6;0;1;884;14;Friday;Offstage
5597;2023-02-18_00-44-51_UTC;user057;M;140409;2;352;0;340;5;0;1;41;1;Saturday;Backstage
5598;2023-02-18_18-33-55_UTC;user057;M;140409;2;352;0;481;9;0;1;266;1;Saturday;Frontstage
5599;2023-02-22_22-59-12_UTC;user057;M;140409;2;348;0;637;7;1;3;985;15;Wednesday;Backstage
5600;2023-02-23_15-57-23_UTC;user057;M;140409;2;347;1;2819;19;0;1;365;1;Thursday;Backstage
5601;2023-02-24_21-57-10_UTC;user057;M;140409;2;346;0;1827;46;0;1;126;0;Friday;Offstage
5602;2023-02-26_23-45-36_UTC;user057;M;140409;2;344;0;985;14;0;1;55;0;Sunday;Frontstage
5603;2023-02-28_17-37-55_UTC;user057;M;140409;2;342;0;645;8;0;1;124;0;Tuesday;Offstage
5604;2023-03-02_16-57-12_UTC;user057;M;140409;2;340;0;18082;468;0;1;677;1;Thursday;Frontstage
5605;2023-03-04_01-22-34_UTC;user057;M;140409;2;338;0;1321;11;1;2;300;1;Saturday;Frontstage
5606;2023-03-08_22-05-24_UTC;user057;M;140409;2;334;0;504;14;0;1;2199;4;Wednesday;Backstage
5607;2023-03-11_21-18-34_UTC;user057;M;140409;2;331;1;1950;49;0;1;50;0;Saturday;Frontstage
5608;2023-03-13_14-43-45_UTC;user057;M;140409;2;329;1;4140;99;0;1;65;0;Monday;Frontstage
5609;2023-03-14_15-49-50_UTC;user057;M;140409;2;328;0;475;9;0;1;391;0;Tuesday;Offstage
5610;2023-03-14_21-48-37_UTC;user057;M;140409;2;328;0;1593;22;1;2;267;1;Tuesday;Backstage
5611;2023-03-16_19-11-33_UTC;user057;M;140409;2;326;0;2391;47;0;1;96;1;Thursday;Backstage
5612;2023-03-20_16-52-48_UTC;user057;M;140409;2;322;0;176;1;0;1;175;0;Monday;Offstage
5613;2023-03-20_22-35-22_UTC;user057;M;140409;2;322;0;865;42;0;1;116;0;Monday;Frontstage
5614;2023-03-22_17-16-32_UTC;user057;M;140409;2;320;0;2756;54;0;1;305;0;Wednesday;Offstage
5615;2023-03-23_17-00-09_UTC;user057;M;140409;2;319;1;584;9;0;1;329;1;Thursday;Backstage
5616;2023-03-28_22-43-02_UTC;user057;M;140409;2;314;0;6030;98;1;2;289;1;Tuesday;Frontstage
5617;2023-03-29_16-08-27_UTC;user057;M;140409;2;313;1;1089;8;0;1;114;0;Wednesday;Backstage
5618;2023-03-29_21-46-29_UTC;user057;M;140409;2;313;0;378;3;1;2;278;0;Wednesday;Offstage
5619;2023-04-01_02-57-35_UTC;user057;M;140409;2;310;1;3933;110;0;1;1311;19;Saturday;Offstage
5620;2023-04-05_03-49-03_UTC;user057;M;140409;2;306;0;2815;38;1;2;698;1;Wednesday;Frontstage
5621;2023-04-11_02-51-01_UTC;user057;M;140409;2;300;0;2830;71;0;1;88;1;Tuesday;Frontstage
5622;2023-04-12_17-31-41_UTC;user057;M;140409;2;299;1;2933;25;0;1;227;1;Wednesday;Backstage
5623;2023-04-12_20-53-46_UTC;user057;M;140409;2;299;1;2432;39;0;1;227;0;Wednesday;Offstage
5624;2023-04-16_22-52-14_UTC;user057;M;140409;2;295;0;13994;297;1;3;240;1;Sunday;Frontstage
5625;2023-04-18_23-57-58_UTC;user057;M;140409;2;293;0;438;19;1;2;1245;0;Tuesday;Offstage
5626;2023-04-19_22-08-56_UTC;user057;M;140409;2;292;1;1298;28;0;1;118;0;Wednesday;Offstage
5627;2023-04-26_15-42-28_UTC;user057;M;140409;2;285;1;511;3;0;1;222;0;Wednesday;Backstage
5628;2023-04-26_16-13-21_UTC;user057;M;140409;2;285;1;1425;12;0;1;255;0;Wednesday;Offstage
5629;2023-04-28_16-29-12_UTC;user057;M;140409;2;283;1;763;3;0;1;195;1;Friday;Backstage
5630;2023-05-01_13-13-49_UTC;user057;M;140409;2;280;0;2340;77;1;10;2146;1;Monday;Backstage
5631;2023-05-03_00-16-22_UTC;user057;M;140409;2;278;0;304;5;0;1;121;0;Wednesday;Offstage
5632;2023-05-04_03-42-14_UTC;user057;M;140409;2;277;0;1965;25;1;7;167;1;Thursday;Frontstage
5633;2023-05-04_23-03-14_UTC;user057;M;140409;2;277;0;3160;44;0;1;116;1;Thursday;Frontstage
5634;2023-05-07_00-33-32_UTC;user057;M;140409;2;274;0;430;13;0;1;239;0;Sunday;Offstage
5635;2023-05-10_18-00-22_UTC;user057;M;140409;2;271;1;653;6;0;1;96;0;Wednesday;Backstage
5636;2023-05-10_19-06-08_UTC;user057;M;140409;2;271;0;442;2;0;1;116;0;Wednesday;Offstage
5637;2023-05-12_18-52-51_UTC;user057;M;140409;2;269;1;481;1;0;1;550;1;Friday;Frontstage
5638;2023-05-15_02-02-20_UTC;user057;M;140409;2;266;0;1102;28;1;2;73;1;Monday;Backstage
5639;2023-05-17_20-19-57_UTC;user057;M;140409;2;264;1;269;7;0;1;230;1;Wednesday;Frontstage
5640;2023-05-18_18-10-39_UTC;user057;M;140409;2;263;1;4006;58;0;1;164;0;Thursday;Frontstage
5641;2023-05-19_04-10-22_UTC;user057;M;140409;2;262;0;2717;38;1;2;96;1;Friday;Backstage
5642;2023-05-19_18-07-07_UTC;user057;M;140409;2;262;1;254;18;0;1;94;0;Friday;Offstage
5643;2023-05-26_17-31-09_UTC;user057;M;140409;2;255;1;1430;13;0;1;165;0;Friday;Backstage
5644;2023-05-30_18-44-13_UTC;user057;M;140409;2;251;0;315;4;0;1;290;2;Tuesday;Offstage
5645;2023-05-30_22-26-16_UTC;user057;M;140409;2;251;1;11924;94;0;1;304;24;Tuesday;Backstage
5646;2023-06-02_17-44-10_UTC;user057;M;140409;2;248;0;545;17;1;2;196;0;Friday;Offstage
5647;2023-06-03_17-20-40_UTC;user057;M;140409;2;247;0;753;18;0;1;154;0;Saturday;Offstage
5648;2023-06-05_18-52-09_UTC;user057;M;140409;2;245;0;464;2;0;1;318;1;Monday;Frontstage
5649;2023-06-05_20-27-07_UTC;user057;M;140409;2;245;0;245;2;0;1;244;2;Monday;Offstage
5650;2023-06-12_20-03-40_UTC;user057;M;140409;2;238;0;259;3;0;1;360;0;Monday;Offstage
5651;2023-06-17_00-38-54_UTC;user057;M;140409;2;233;0;1553;36;1;2;301;0;Saturday;Offstage
5652;2023-06-18_20-11-05_UTC;user057;M;140409;2;232;1;632;8;0;1;334;0;Sunday;Frontstage
5653;2023-06-28_18-50-36_UTC;user057;M;140409;2;222;0;293;5;0;1;360;0;Wednesday;Offstage
5654;2023-06-29_03-40-29_UTC;user057;M;140409;2;221;0;1355;20;0;1;332;0;Thursday;Offstage
5655;2023-07-01_01-11-21_UTC;user057;M;140409;2;219;0;2479;52;0;1;72;1;Saturday;Backstage
5656;2023-07-03_22-16-55_UTC;user057;M;140409;2;217;0;2082;94;0;1;200;1;Monday;Backstage
5657;2023-07-04_17-40-52_UTC;user057;M;140409;2;216;0;600;8;0;1;563;2;Tuesday;Offstage
5658;2023-07-04_22-14-58_UTC;user057;M;140409;2;216;0;17363;476;1;2;288;1;Tuesday;Backstage
5659;2023-07-07_02-52-39_UTC;user057;M;140409;2;213;0;2306;69;1;8;872;1;Friday;Backstage
5660;2023-07-07_18-21-20_UTC;user057;M;140409;2;213;0;133;1;0;1;414;0;Friday;Offstage
5661;2023-07-08_20-40-38_UTC;user057;M;140409;2;212;1;427;9;0;1;108;0;Saturday;Frontstage
5662;2023-07-09_21-08-12_UTC;user057;M;140409;2;211;0;2994;114;1;3;212;1;Sunday;Backstage
5663;2023-07-10_13-26-06_UTC;user057;M;140409;2;210;0;149;2;0;1;180;1;Monday;Offstage
5664;2023-07-12_16-13-52_UTC;user057;M;140409;2;208;0;201;3;0;1;295;2;Wednesday;Offstage
5665;2023-07-14_01-07-10_UTC;user057;M;140409;2;206;0;1096;25;1;2;188;1;Friday;Backstage
5666;2023-07-14_16-27-40_UTC;user057;M;140409;2;206;0;2962;48;0;1;122;1;Friday;Backstage
5667;2023-07-17_02-13-15_UTC;user057;M;140409;2;203;0;663;5;1;5;185;0;Monday;Frontstage
5668;2023-07-18_23-15-22_UTC;user057;M;140409;2;202;0;745;21;1;4;493;1;Tuesday;Frontstage
5669;2023-07-22_02-39-12_UTC;user057;M;140409;2;198;0;4022;72;0;1;220;1;Saturday;Backstage
5670;2023-07-23_04-12-16_UTC;user057;M;140409;2;197;0;3855;43;1;2;204;1;Sunday;Frontstage
5671;2023-07-25_00-51-13_UTC;user057;M;140409;2;195;0;392;7;0;1;1294;11;Tuesday;Offstage
5672;2023-07-27_23-45-13_UTC;user057;M;140409;2;193;0;817;30;0;1;904;1;Thursday;Backstage
5673;2023-07-29_15-18-48_UTC;user057;M;140409;2;191;1;1324;38;0;1;70;0;Saturday;Backstage
5674;2023-08-01_18-07-57_UTC;user057;M;140409;2;188;0;806;9;1;2;586;1;Tuesday;Offstage
5675;2023-08-02_04-29-29_UTC;user057;M;140409;2;187;1;2414;74;0;1;219;1;Wednesday;Backstage
5676;2023-08-02_22-31-12_UTC;user057;M;140409;2;187;0;752;17;1;2;388;1;Wednesday;Frontstage
5677;2023-08-03_22-54-12_UTC;user057;M;140409;2;186;0;1041;26;0;1;172;0;Thursday;Offstage
5678;2023-08-04_16-01-10_UTC;user057;M;140409;2;185;0;1076;28;0;1;57;1;Friday;Offstage
5679;2023-08-04_23-50-40_UTC;user057;M;140409;2;185;0;3022;45;1;6;192;1;Friday;Backstage
5680;2023-08-06_04-47-30_UTC;user057;M;140409;2;183;0;3086;41;1;4;103;1;Sunday;Backstage
5681;2023-08-07_22-56-32_UTC;user057;M;140409;2;182;0;1644;45;0;1;27;0;Monday;Offstage
5682;2023-08-08_14-08-48_UTC;user057;M;140409;2;181;0;336;4;0;1;1173;6;Tuesday;Frontstage
5683;2023-08-10_14-20-39_UTC;user057;M;140409;2;179;1;481;12;0;1;46;1;Thursday;Backstage
5684;2023-08-12_02-40-55_UTC;user057;M;140409;2;177;0;794;14;1;10;37;1;Saturday;Backstage
5685;2023-08-12_16-37-36_UTC;user057;M;140409;2;177;0;406;4;1;3;1191;10;Saturday;Offstage
5686;2023-08-12_21-54-50_UTC;user057;M;140409;2;177;0;3802;45;1;2;63;1;Saturday;Backstage
5687;2023-08-13_21-58-47_UTC;user057;M;140409;2;176;0;826;12;1;2;124;1;Sunday;Frontstage
5688;2023-08-14_15-49-09_UTC;user057;M;140409;2;175;0;385;1;1;10;164;1;Monday;Backstage
5689;2023-08-16_15-49-18_UTC;user057;M;140409;2;173;1;2496;103;0;1;66;0;Wednesday;Backstage
5690;2023-08-21_01-32-03_UTC;user057;M;140409;2;168;0;904;11;0;1;104;1;Monday;Backstage
5691;2023-08-21_22-37-13_UTC;user057;M;140409;2;168;0;2230;131;0;1;42;1;Monday;Frontstage
5692;2023-08-22_13-08-16_UTC;user057;M;140409;2;167;0;2276;33;0;1;106;1;Tuesday;Backstage
5693;2023-08-23_19-50-10_UTC;user057;M;140409;2;166;0;248;5;0;1;469;0;Wednesday;Offstage
5694;2023-08-26_01-52-11_UTC;user057;M;140409;2;163;0;3855;92;0;1;109;1;Saturday;Backstage
5695;2023-08-30_13-28-34_UTC;user057;M;140409;2;159;0;23141;196;1;2;208;1;Wednesday;Backstage
5696;2023-08-31_00-58-41_UTC;user057;M;140409;2;158;0;679;16;0;1;138;1;Thursday;Backstage
5697;2023-08-31_12-51-37_UTC;user057;M;140409;2;158;0;234;2;0;1;622;1;Thursday;Offstage
5698;2023-09-03_18-44-02_UTC;user057;M;140409;2;155;0;278;4;1;2;286;0;Sunday;Offstage
5699;2023-09-06_21-08-09_UTC;user057;M;140409;2;152;1;1150;57;0;1;170;0;Wednesday;Offstage
5700;2023-09-12_14-38-23_UTC;user057;M;140409;2;146;1;3421;67;0;1;486;12;Tuesday;Offstage
5701;2023-09-15_17-56-12_UTC;user057;M;140409;2;143;1;5924;91;0;1;161;1;Friday;Backstage
5702;2023-09-18_23-27-28_UTC;user057;M;140409;2;140;0;922;16;1;9;141;0;Monday;Offstage
5703;2023-09-19_17-12-35_UTC;user057;M;140409;2;139;1;5953;97;0;1;161;1;Tuesday;Frontstage
5704;2023-09-21_23-18-02_UTC;user057;M;140409;2;137;0;1865;35;1;5;1000;1;Thursday;Backstage
5705;2023-09-25_21-49-42_UTC;user057;M;140409;2;133;0;992;21;0;1;174;0;Monday;Offstage
5706;2023-09-28_01-22-29_UTC;user057;M;140409;2;130;0;8356;174;1;6;80;0;Thursday;Backstage
5707;2023-09-29_13-06-33_UTC;user057;M;140409;2;129;0;334;11;0;1;340;0;Friday;Offstage
5708;2023-10-02_19-26-49_UTC;user057;M;140409;2;126;1;3733;90;0;1;47;1;Monday;Frontstage
5709;2023-10-10_21-50-11_UTC;user057;M;140409;2;118;0;304;2;0;1;92;0;Tuesday;Frontstage
5710;2023-10-10_22-15-03_UTC;user057;M;140409;2;118;0;139;2;1;2;336;1;Tuesday;Offstage
5711;2023-10-13_03-23-43_UTC;user057;M;140409;2;115;0;1489;44;0;1;36;1;Friday;Backstage
5712;2023-10-13_13-36-44_UTC;user057;M;140409;2;115;1;242;7;0;1;396;1;Friday;Frontstage
5713;2023-10-14_17-22-27_UTC;user057;M;140409;2;114;0;544;12;1;2;35;1;Saturday;Frontstage
5714;2023-10-16_14-45-46_UTC;user057;M;140409;2;112;0;803;23;0;1;110;0;Monday;Offstage
5715;2023-10-18_21-17-44_UTC;user057;M;140409;2;110;0;390;11;1;6;223;0;Wednesday;Frontstage
5716;2023-10-18_22-04-08_UTC;user057;M;140409;2;110;0;196;1;1;4;53;0;Wednesday;Offstage
5717;2023-10-19_14-35-16_UTC;user057;M;140409;2;109;0;351;15;0;1;105;0;Thursday;Offstage
5718;2023-10-19_16-51-22_UTC;user057;M;140409;2;109;0;406;6;0;1;264;0;Thursday;Offstage
5719;2023-10-20_15-09-41_UTC;user057;M;140409;2;108;0;3613;59;0;1;937;1;Friday;Backstage
5720;2023-10-21_22-56-49_UTC;user057;M;140409;2;107;0;1209;15;0;1;242;1;Saturday;Frontstage
5721;2023-10-23_16-06-04_UTC;user057;M;140409;2;105;0;399;7;0;1;122;0;Monday;Offstage
5722;2023-10-25_04-28-25_UTC;user057;M;140409;2;103;0;440;10;1;4;75;0;Wednesday;Offstage
5723;2023-10-26_01-03-17_UTC;user057;M;140409;2;102;0;1358;32;0;1;171;1;Thursday;Backstage
5724;2023-10-31_19-25-41_UTC;user057;M;140409;2;97;0;3266;106;1;3;255;0;Tuesday;Frontstage
5725;2023-11-01_20-13-03_UTC;user057;M;140409;2;96;1;258;6;0;1;100;0;Wednesday;Offstage
5726;2023-11-01_23-11-17_UTC;user057;M;140409;2;96;0;595;15;0;1;269;1;Wednesday;Frontstage
5727;2023-11-02_15-50-20_UTC;user057;M;140409;2;95;0;3027;44;0;1;125;1;Thursday;Frontstage
5728;2023-11-03_11-02-43_UTC;user057;M;140409;2;94;1;311;13;0;1;739;19;Friday;Backstage
5729;2023-11-07_22-24-09_UTC;user057;M;140409;2;90;0;790;2;0;1;180;0;Tuesday;Offstage
5730;2023-11-09_20-01-50_UTC;user057;M;140409;2;88;0;1149;35;0;1;68;0;Thursday;Offstage
5731;2023-11-17_22-16-17_UTC;user057;M;140409;2;80;1;1932;30;0;1;71;1;Friday;Offstage
5732;2023-11-20_02-34-17_UTC;user057;M;140409;2;77;0;2369;47;1;2;207;1;Monday;Backstage
5733;2023-11-20_19-41-18_UTC;user057;M;140409;2;77;0;159;4;0;1;165;0;Monday;Offstage
5734;2023-11-23_02-35-42_UTC;user057;M;140409;2;74;0;2045;40;1;2;2155;1;Thursday;Frontstage
5735;2023-11-24_23-41-22_UTC;user057;M;140409;2;73;1;193;4;0;1;534;1;Friday;Frontstage
5736;2023-11-25_22-20-57_UTC;user057;M;140409;2;72;1;493;7;0;1;186;1;Saturday;Backstage
5737;2023-11-28_21-55-36_UTC;user057;M;140409;2;69;0;3840;61;1;3;190;0;Tuesday;Offstage
5738;2023-11-29_21-03-30_UTC;user057;M;140409;2;68;0;731;9;0;1;258;1;Wednesday;Backstage
5739;2023-11-29_21-48-38_UTC;user057;M;140409;2;68;0;2000;52;1;3;71;0;Wednesday;Frontstage
5740;2023-11-30_23-53-38_UTC;user057;M;140409;2;67;1;2078;57;0;1;87;0;Thursday;Offstage
5741;2023-12-07_18-39-09_UTC;user057;M;140409;2;60;1;325;3;0;1;175;1;Thursday;Backstage
5742;2023-12-07_20-36-03_UTC;user057;M;140409;2;60;1;646;16;0;1;70;1;Thursday;Frontstage
5743;2023-12-08_21-22-38_UTC;user057;M;140409;2;59;0;1404;17;0;1;164;1;Friday;Frontstage
5744;2023-12-09_13-15-58_UTC;user057;M;140409;2;58;0;1175;8;1;5;22;1;Saturday;Frontstage
5745;2023-12-11_19-35-14_UTC;user057;M;140409;2;56;0;1937;53;0;1;285;1;Monday;Backstage
5746;2023-12-14_17-01-23_UTC;user057;M;140409;2;53;1;1754;36;0;1;182;1;Thursday;Backstage
5747;2023-12-15_19-52-28_UTC;user057;M;140409;2;52;1;1114;41;0;1;537;5;Friday;Backstage
5748;2023-12-17_22-48-56_UTC;user057;M;140409;2;50;0;10772;252;1;3;166;1;Sunday;Backstage
5749;2023-12-18_21-00-03_UTC;user057;M;140409;2;49;0;4804;47;1;9;308;1;Monday;Backstage
5750;2023-12-21_06-03-31_UTC;user057;M;140409;2;46;0;753;21;1;2;356;5;Thursday;Backstage
5751;2023-12-25_19-25-17_UTC;user057;M;140409;2;42;0;3473;158;1;6;1315;0;Monday;Offstage
5752;2024-01-01_04-57-34_UTC;user057;M;140409;2;35;0;2114;95;0;1;1232;1;Monday;Backstage
5753;2024-01-03_12-34-48_UTC;user057;M;140409;2;33;0;427;50;1;2;290;1;Wednesday;Offstage
5754;2024-01-16_23-30-35_UTC;user057;M;140409;2;20;0;1088;23;1;2;433;1;Tuesday;Frontstage
5755;2024-01-17_16-06-19_UTC;user057;M;140409;2;19;1;1608;27;0;1;259;1;Wednesday;Offstage
5756;2024-01-20_01-04-48_UTC;user057;M;140409;2;16;1;1464;30;0;1;198;1;Saturday;Frontstage
5757;2024-01-23_15-52-48_UTC;user057;M;140409;2;13;1;3254;74;0;1;320;1;Tuesday;Backstage
5758;2024-01-23_17-40-14_UTC;user057;M;140409;2;13;0;529;7;0;1;182;0;Tuesday;Offstage
5759;2024-01-23_21-15-20_UTC;user057;M;140409;2;13;0;1432;46;0;1;38;1;Tuesday;Backstage
5760;2024-01-25_16-09-36_UTC;user057;M;140409;2;11;0;872;12;0;1;429;0;Thursday;Backstage
5761;2024-01-26_20-14-24_UTC;user057;M;140409;2;10;0;137;4;0;1;109;0;Friday;Offstage
5762;2024-01-28_01-00-49_UTC;user057;M;140409;2;8;1;929;29;0;1;184;1;Sunday;Frontstage
5763;2024-01-29_00-49-16_UTC;user057;M;140409;2;7;1;308;17;0;1;22;1;Monday;Offstage
5764;2024-01-29_21-40-19_UTC;user057;M;140409;2;7;1;1426;37;0;1;146;0;Monday;Backstage
5765;2024-02-02_20-43-03_UTC;user057;M;140409;2;3;1;1110;23;0;1;167;1;Friday;Backstage
5766;2024-02-03_22-49-17_UTC;user057;M;140409;2;2;0;1435;7;1;10;1007;1;Saturday;Frontstage
5767;2023-02-06_15-22-43_UTC;user058;M;79273;1;364;1;3846;149;0;1;51;1;Monday;Backstage
5768;2023-02-14_14-14-26_UTC;user058;M;79273;1;356;1;2478;95;0;1;33;1;Tuesday;Offstage
5769;2023-02-16_17-31-40_UTC;user058;M;79273;1;354;1;6439;207;0;1;53;1;Thursday;Frontstage
5770;2023-02-18_14-08-30_UTC;user058;M;79273;1;352;0;1742;69;0;1;109;1;Saturday;Backstage
5771;2023-02-22_15-02-31_UTC;user058;M;79273;1;348;0;1010;31;0;1;92;1;Wednesday;Backstage
5772;2023-02-28_01-26-50_UTC;user058;M;79273;1;342;1;9619;262;0;1;198;1;Tuesday;Backstage
5773;2023-03-02_23-14-56_UTC;user058;M;79273;1;340;0;1064;34;0;1;142;1;Thursday;Backstage
5774;2023-03-04_14-52-42_UTC;user058;M;79273;1;338;0;782;10;0;1;208;1;Saturday;Backstage
5775;2023-03-05_16-35-00_UTC;user058;M;79273;1;337;0;848;36;0;1;96;1;Sunday;Backstage
5776;2023-03-08_19-38-28_UTC;user058;M;79273;1;334;1;1243;98;0;1;207;4;Wednesday;Offstage
5777;2023-03-13_16-24-47_UTC;user058;M;79273;1;329;1;1445;49;0;1;4;1;Monday;Backstage
5778;2023-03-14_14-00-13_UTC;user058;M;79273;1;328;0;1418;38;0;1;342;18;Tuesday;Frontstage
5779;2023-03-15_23-16-07_UTC;user058;M;79273;1;327;0;993;19;0;1;89;1;Wednesday;Backstage
5780;2023-03-16_12-10-41_UTC;user058;M;79273;1;326;0;1545;67;0;1;253;1;Thursday;Backstage
5781;2023-03-17_17-23-29_UTC;user058;M;79273;1;325;1;943;59;0;1;327;6;Friday;Backstage
5782;2023-03-20_22-09-56_UTC;user058;M;79273;1;322;0;792;28;0;1;78;1;Monday;Backstage
5783;2023-03-22_17-07-55_UTC;user058;M;79273;1;320;0;1461;75;0;1;331;7;Wednesday;Backstage
5784;2023-03-26_13-53-29_UTC;user058;M;79273;1;316;1;1320;36;0;1;108;1;Sunday;Frontstage
5785;2023-03-29_13-29-34_UTC;user058;M;79273;1;313;1;811;15;0;1;169;2;Wednesday;Frontstage
5786;2023-03-30_13-40-12_UTC;user058;M;79273;1;312;0;535;8;0;1;293;19;Thursday;Backstage
5787;2023-03-31_15-26-01_UTC;user058;M;79273;1;311;0;2127;70;1;2;339;18;Friday;Backstage
5788;2023-04-01_23-37-44_UTC;user058;M;79273;1;310;0;1232;22;0;1;325;18;Saturday;Backstage
5789;2023-04-03_22-45-12_UTC;user058;M;79273;1;308;0;780;15;0;1;287;18;Monday;Offstage
5790;2023-04-06_02-41-05_UTC;user058;M;79273;1;305;1;1748;68;0;1;25;1;Thursday;Frontstage
5791;2023-04-06_22-40-14_UTC;user058;M;79273;1;305;0;634;22;0;1;128;3;Thursday;Backstage
5792;2023-04-07_21-53-21_UTC;user058;M;79273;1;304;1;625;24;0;1;123;1;Friday;Backstage
5793;2023-04-09_18-26-28_UTC;user058;M;79273;1;302;1;665;21;0;1;93;4;Sunday;Backstage
5794;2023-04-10_21-38-16_UTC;user058;M;79273;1;301;1;1503;13;0;1;91;4;Monday;Backstage
5795;2023-04-12_15-32-19_UTC;user058;M;79273;1;299;0;1174;11;0;1;431;18;Wednesday;Backstage
5796;2023-04-13_00-45-46_UTC;user058;M;79273;1;298;0;488;11;0;1;93;1;Thursday;Frontstage
5797;2023-04-17_18-50-11_UTC;user058;M;79273;1;294;0;887;20;0;1;426;19;Monday;Backstage
